PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence),Idx,Keywords
154554,8449,dreadful romance,1,dreadful romance,2,1,1.6666666666666667,154554,"['dreadful', 'romance']"
50708,2494,the music,2,the music,2,0,1.6666666666666667,50708,"['music', 'the', 'the music']"
154375,8437,that was not at least watchable,1,that was n't at least watchable,2,1,1.6666666666666667,154375,"['at', 'at least', 'least', 'not', 'not at', 'that', 'that was', 'was', 'was not', 'watchable']"
50706,2494,you love the music,3,you love the music,2,1,1.6666666666666667,50706,"['love', 'love the', 'music', 'the', 'the music', 'you', 'you love']"
154552,8449,Staggeringly dreadful romance .,0,Staggeringly dreadful romance .,2,2,1.6666666666666667,154552,"['dreadful', 'romance', 'staggeringly']"
50705,2494,"you love the music ,",3,"you love the music ,",2,1,1.6666666666666667,50705,"['love', 'love the', 'music', 'the', 'the music', 'you', 'you love']"
84373,4362,miserable,0,miserable,2,2,1.6666666666666667,84373,[]
50701,2494,"If you love the music , and I do , its hard to imagine having more fun watching a documentary ...",4,"If you love the music , and I do , its hard to imagine having more fun watching a documentary ...",3,1,1.6666666666666667,50701,"['and', 'do', 'documentary', 'fun', 'hard', 'hard to', 'having', 'if', 'if you', 'imagine', 'its', 'love', 'love the', 'more', 'more fun', 'music', 'music and', 'the', 'the music', 'to', 'to imagine', 'watching', 'you', 'you love']"
142557,7739,poo,1,poo,2,1,1.6666666666666667,142557,[]
39286,1875,Boring and meandering .,0,Boring and meandering .,2,2,1.6666666666666667,39286,"['and', 'boring', 'boring and', 'meandering']"
142556,7739,poo .,0,poo .,2,2,1.6666666666666667,142556,[]
142555,7739,Cinematic poo .,0,Cinematic poo .,2,2,1.6666666666666667,142555,['cinematic']
154553,8449,dreadful romance .,0,dreadful romance .,2,2,1.6666666666666667,154553,"['dreadful', 'romance']"
84372,4362,miserable and,0,miserable and,2,2,1.6666666666666667,84372,['and']
52407,2592,have not laughed that hard in years,4,have n't laughed that hard in years,2,2,1.6666666666666667,52407,"['hard', 'have', 'have not', 'in', 'in years', 'laughed', 'not', 'that', 'years']"
52405,2592,I have not laughed that hard in years !,4,I have n't laughed that hard in years !,2,2,1.6666666666666667,52405,"['hard', 'have', 'have not', 'in', 'in years', 'laughed', 'not', 'that', 'years']"
52406,2592,have not laughed that hard in years !,4,have n't laughed that hard in years !,2,2,1.6666666666666667,52406,"['hard', 'have', 'have not', 'in', 'in years', 'laughed', 'not', 'that', 'years']"
50703,2494,"you love the music , and I do",3,"you love the music , and I do",2,1,1.6666666666666667,50703,"['and', 'do', 'love', 'love the', 'music', 'music and', 'the', 'the music', 'you', 'you love']"
52408,2592,laughed that hard in years,4,laughed that hard in years,2,2,1.6666666666666667,52408,"['hard', 'in', 'in years', 'laughed', 'that', 'years']"
50707,2494,love the music,4,love the music,2,2,1.6666666666666667,50707,"['love', 'love the', 'music', 'the', 'the music']"
50704,2494,"you love the music , and",4,"you love the music , and",2,2,1.6666666666666667,50704,"['and', 'love', 'love the', 'music', 'music and', 'the', 'the music', 'you', 'you love']"
154374,8437,anything that was not at least watchable,2,anything that was n't at least watchable,0,2,1.6666666666666667,154374,"['anything', 'at', 'at least', 'least', 'not', 'not at', 'that', 'that was', 'was', 'was not', 'watchable']"
84370,4362,"Lazy ,",1,"Lazy ,",2,1,1.6666666666666667,84370,['lazy']
154376,8437,was not at least watchable,0,was n't at least watchable,2,2,1.6666666666666667,154376,"['at', 'at least', 'least', 'not', 'not at', 'was', 'was not', 'watchable']"
71071,3625,A half-assed film .,0,A half-assed film .,2,2,1.6666666666666667,71071,"['film', 'half']"
98639,5171,'s always enthralling .,3,'s always enthralling .,2,1,1.6666666666666667,98639,"['always', 'enthralling']"
98640,5171,'s always enthralling,4,'s always enthralling,2,2,1.6666666666666667,98640,"['always', 'enthralling']"
130778,7046,lousy movie,0,lousy movie,2,2,1.6666666666666667,130778,"['lousy', 'movie']"
130777,7046,One lousy movie,0,One lousy movie,2,2,1.6666666666666667,130777,"['lousy', 'movie', 'one']"
130776,7046,One lousy movie .,1,One lousy movie .,2,1,1.6666666666666667,130776,"['lousy', 'movie', 'one']"
39288,1875,Boring and,0,Boring and,2,2,1.6666666666666667,39288,"['and', 'boring', 'boring and']"
71073,3625,half-assed,1,half-assed,2,1,1.6666666666666667,71073,['half']
50702,2494,"If you love the music , and I do",3,"If you love the music , and I do",2,1,1.6666666666666667,50702,"['and', 'do', 'if', 'if you', 'love', 'love the', 'music', 'music and', 'the', 'the music', 'you', 'you love']"
71072,3625,half-assed film .,0,half-assed film .,2,2,1.6666666666666667,71072,"['film', 'half']"
52410,2592,that hard,2,that hard,2,0,1.6666666666666667,52410,"['hard', 'that']"
65280,3304,"more entertaining , too",3,"more entertaining , too",1,2,1.6666666666666667,65280,"['entertaining', 'more', 'too']"
65277,3304,", and more entertaining , too .",2,", and more entertaining , too .",1,1,1.6666666666666667,65277,"['and', 'and more', 'entertaining', 'more', 'too']"
65276,3304,"Oh , and more entertaining , too .",3,"Oh , and more entertaining , too .",1,2,1.6666666666666667,65276,"['and', 'and more', 'entertaining', 'more', 'oh', 'too']"
52409,2592,laughed that hard,4,laughed that hard,2,2,1.6666666666666667,52409,"['hard', 'laughed', 'that']"
65279,3304,"and more entertaining , too",3,"and more entertaining , too",1,2,1.6666666666666667,65279,"['and', 'and more', 'entertaining', 'more', 'too']"
138327,7488,under-rehearsed,1,under-rehearsed,2,1,1.6666666666666667,138327,['under']
65281,3304,"more entertaining ,",3,"more entertaining ,",2,1,1.6666666666666667,65281,"['entertaining', 'more']"
98638,5171,It 's always enthralling .,4,It 's always enthralling .,2,2,1.6666666666666667,98638,"['always', 'enthralling', 'it']"
39287,1875,Boring and meandering,1,Boring and meandering,2,1,1.6666666666666667,39287,"['and', 'boring', 'boring and', 'meandering']"
50715,2494,imagine having more fun watching a documentary,1,imagine having more fun watching a documentary,3,2,1.6666666666666667,50715,"['documentary', 'fun', 'having', 'imagine', 'more', 'more fun', 'watching']"
84371,4362,miserable and smug,1,miserable and smug,2,1,1.6666666666666667,84371,"['and', 'smug']"
65278,3304,"and more entertaining , too .",3,"and more entertaining , too .",1,2,1.6666666666666667,65278,"['and', 'and more', 'entertaining', 'more', 'too']"
84369,4362,"Lazy , miserable and smug",0,"Lazy , miserable and smug",2,2,1.6666666666666667,84369,"['and', 'lazy', 'smug']"
50711,2494,its hard to imagine having more fun watching a documentary ...,4,its hard to imagine having more fun watching a documentary ...,1,3,1.6666666666666667,50711,"['documentary', 'fun', 'hard', 'hard to', 'having', 'imagine', 'its', 'more', 'more fun', 'to', 'to imagine', 'watching']"
50712,2494,hard to imagine having more fun watching a documentary ...,4,hard to imagine having more fun watching a documentary ...,0,4,1.6666666666666667,50712,"['documentary', 'fun', 'hard', 'hard to', 'having', 'imagine', 'more', 'more fun', 'to', 'to imagine', 'watching']"
50713,2494,hard to imagine having more fun watching a documentary,4,hard to imagine having more fun watching a documentary,0,4,1.6666666666666667,50713,"['documentary', 'fun', 'hard', 'hard to', 'having', 'imagine', 'more', 'more fun', 'to', 'to imagine', 'watching']"
50716,2494,having more fun watching a documentary,2,having more fun watching a documentary,3,1,1.6666666666666667,50716,"['documentary', 'fun', 'having', 'more', 'more fun', 'watching']"
50709,2494,I do,2,I do,2,0,1.6666666666666667,50709,['do']
50714,2494,to imagine having more fun watching a documentary,2,to imagine having more fun watching a documentary,0,2,1.6666666666666667,50714,"['documentary', 'fun', 'having', 'imagine', 'more', 'more fun', 'to', 'to imagine', 'watching']"
50717,2494,more fun watching a documentary,1,more fun watching a documentary,3,2,1.6666666666666667,50717,"['documentary', 'fun', 'more', 'more fun', 'watching']"
50718,2494,watching a documentary,2,watching a documentary,2,0,1.6666666666666667,50718,"['documentary', 'watching']"
132045,7118,A less-than-thrilling thriller .,0,A less-than-thrilling thriller .,2,2,1.6666666666666667,132045,"['less', 'less than', 'than', 'thriller', 'thrilling']"
132046,7118,less-than-thrilling thriller .,1,less-than-thrilling thriller .,2,1,1.6666666666666667,132046,"['less', 'less than', 'than', 'thriller', 'thrilling']"
132047,7118,less-than-thrilling,0,less-than-thrilling,2,2,1.6666666666666667,132047,"['less', 'less than', 'than', 'thrilling']"
138325,7488,under-rehearsed and lifeless,0,under-rehearsed and lifeless,2,2,1.6666666666666667,138325,"['and', 'lifeless', 'under']"
138326,7488,under-rehearsed and,0,under-rehearsed and,2,2,1.6666666666666667,138326,"['and', 'under']"
111843,5936,like this that makes you appreciate original romantic comedies like Punch-Drunk Love,2,like this that makes you appreciate original romantic comedies like Punch-Drunk Love,4,2,1.6428571428571428,111843,"['appreciate', 'comedies', 'drunk', 'drunk love', 'like', 'like this', 'love', 'makes', 'makes you', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'that', 'that makes', 'this', 'you']"
111842,5936,mindless junk,1,mindless junk,2,1,1.6428571428571428,111842,"['junk', 'mindless']"
111838,5936,It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,2,It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,4,2,1.6428571428571428,111838,"['appreciate', 'comedies', 'drunk', 'drunk love', 'it', 'junk', 'like', 'like this', 'love', 'makes', 'makes you', 'mindless', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'that', 'that makes', 'this', 'you']"
111839,5936,'s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,1,'s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,4,3,1.6428571428571428,111839,"['appreciate', 'comedies', 'drunk', 'drunk love', 'junk', 'like', 'like this', 'love', 'makes', 'makes you', 'mindless', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'that', 'that makes', 'this', 'you']"
111840,5936,'s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love,1,'s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love,4,3,1.6428571428571428,111840,"['appreciate', 'comedies', 'drunk', 'drunk love', 'junk', 'like', 'like this', 'love', 'makes', 'makes you', 'mindless', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'that', 'that makes', 'this', 'you']"
111841,5936,mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love,0,mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love,4,4,1.6428571428571428,111841,"['appreciate', 'comedies', 'drunk', 'drunk love', 'junk', 'like', 'like this', 'love', 'makes', 'makes you', 'mindless', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'that', 'that makes', 'this', 'you']"
111844,5936,this that makes you appreciate original romantic comedies like Punch-Drunk Love,2,this that makes you appreciate original romantic comedies like Punch-Drunk Love,4,2,1.6428571428571428,111844,"['appreciate', 'comedies', 'drunk', 'drunk love', 'like', 'love', 'makes', 'makes you', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'that', 'that makes', 'this', 'you']"
111846,5936,makes you appreciate original romantic comedies like Punch-Drunk Love,2,makes you appreciate original romantic comedies like Punch-Drunk Love,4,2,1.6428571428571428,111846,"['appreciate', 'comedies', 'drunk', 'drunk love', 'like', 'love', 'makes', 'makes you', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'you']"
111848,5936,appreciate original romantic comedies like Punch-Drunk Love,2,appreciate original romantic comedies like Punch-Drunk Love,3,1,1.6428571428571428,111848,"['appreciate', 'comedies', 'drunk', 'drunk love', 'like', 'love', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies']"
111849,5936,appreciate original romantic comedies,4,appreciate original romantic comedies,3,1,1.6428571428571428,111849,"['appreciate', 'comedies', 'original', 'romantic', 'romantic comedies']"
111850,5936,original romantic comedies,2,original romantic comedies,2,0,1.6428571428571428,111850,"['comedies', 'original', 'romantic', 'romantic comedies']"
111851,5936,like Punch-Drunk Love,2,like Punch-Drunk Love,2,0,1.6428571428571428,111851,"['drunk', 'drunk love', 'like', 'love', 'punch', 'punch drunk']"
111845,5936,that makes you appreciate original romantic comedies like Punch-Drunk Love,2,that makes you appreciate original romantic comedies like Punch-Drunk Love,4,2,1.6428571428571428,111845,"['appreciate', 'comedies', 'drunk', 'drunk love', 'like', 'love', 'makes', 'makes you', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'that', 'that makes', 'you']"
111847,5936,you appreciate original romantic comedies like Punch-Drunk Love,3,you appreciate original romantic comedies like Punch-Drunk Love,3,0,1.6428571428571428,111847,"['appreciate', 'comedies', 'drunk', 'drunk love', 'like', 'love', 'original', 'punch', 'punch drunk', 'romantic', 'romantic comedies', 'you']"
110307,5841,cinematic tragedies,1,cinematic tragedies,2,1,1.625,110307,"['cinematic', 'tragedies']"
110296,5841,could have sprung from such a great one,2,could have sprung from such a great one,2,0,1.625,110296,"['could', 'could have', 'from', 'great', 'great one', 'have', 'one', 'such']"
110301,5841,is one of the year 's worst cinematic tragedies .,0,is one of the year 's worst cinematic tragedies .,4,4,1.625,110301,"['cinematic', 'is', 'is one', 'of', 'of the', 'one', 'one of', 'the', 'the year', 'tragedies', 'worst', 'year']"
110303,5841,one of the year 's worst cinematic tragedies,1,one of the year 's worst cinematic tragedies,4,3,1.625,110303,"['cinematic', 'of', 'of the', 'one', 'one of', 'the', 'the year', 'tragedies', 'worst', 'year']"
110302,5841,is one of the year 's worst cinematic tragedies,0,is one of the year 's worst cinematic tragedies,4,4,1.625,110302,"['cinematic', 'is', 'is one', 'of', 'of the', 'one', 'one of', 'the', 'the year', 'tragedies', 'worst', 'year']"
110304,5841,of the year 's worst cinematic tragedies,1,of the year 's worst cinematic tragedies,4,3,1.625,110304,"['cinematic', 'of', 'of the', 'the', 'the year', 'tragedies', 'worst', 'year']"
110306,5841,worst cinematic tragedies,0,worst cinematic tragedies,1,1,1.625,110306,"['cinematic', 'tragedies', 'worst']"
110305,5841,the year 's worst cinematic tragedies,0,the year 's worst cinematic tragedies,4,4,1.625,110305,"['cinematic', 'the', 'the year', 'tragedies', 'worst', 'year']"
95764,5002,As for children,2,As for children,2,0,1.625,95764,"['as', 'children', 'for', 'for children']"
110295,5841,such a horrible movie,0,such a horrible movie,2,2,1.625,110295,"['horrible', 'movie', 'such']"
110299,5841,from such a great one,3,from such a great one,4,1,1.625,110299,"['from', 'great', 'great one', 'one', 'such']"
95763,5002,"As for children , they wo not enjoy the movie at all .",1,"As for children , they wo n't enjoy the movie at all .",1,0,1.625,95763,"['all', 'as', 'at', 'at all', 'children', 'enjoy', 'enjoy the', 'for', 'for children', 'movie', 'movie at', 'not', 'the', 'the movie', 'they', 'wo', 'wo not']"
95769,5002,enjoy the movie at all,2,enjoy the movie at all,3,1,1.625,95769,"['all', 'at', 'at all', 'enjoy', 'enjoy the', 'movie', 'movie at', 'the', 'the movie']"
110297,5841,have sprung from such a great one,3,have sprung from such a great one,4,1,1.625,110297,"['from', 'great', 'great one', 'have', 'one', 'such']"
110294,5841,such a horrible movie could have sprung from such a great one,1,such a horrible movie could have sprung from such a great one,0,1,1.625,110294,"['could', 'could have', 'from', 'great', 'great one', 'have', 'horrible', 'movie', 'one', 'such']"
110300,5841,such a great one,3,such a great one,3,0,1.625,110300,"['great', 'great one', 'one', 'such']"
110293,5841,That such a horrible movie could have sprung from such a great one,0,That such a horrible movie could have sprung from such a great one,0,0,1.625,110293,"['could', 'could have', 'from', 'great', 'great one', 'have', 'horrible', 'movie', 'one', 'such', 'that']"
95766,5002,they wo not enjoy the movie at all .,0,they wo n't enjoy the movie at all .,3,3,1.625,95766,"['all', 'at', 'at all', 'enjoy', 'enjoy the', 'movie', 'movie at', 'not', 'the', 'the movie', 'they', 'wo', 'wo not']"
95767,5002,wo not enjoy the movie at all .,1,wo n't enjoy the movie at all .,3,2,1.625,95767,"['all', 'at', 'at all', 'enjoy', 'enjoy the', 'movie', 'movie at', 'not', 'the', 'the movie', 'wo', 'wo not']"
95768,5002,wo not enjoy the movie at all,0,wo n't enjoy the movie at all,3,3,1.625,95768,"['all', 'at', 'at all', 'enjoy', 'enjoy the', 'movie', 'movie at', 'not', 'the', 'the movie', 'wo', 'wo not']"
110292,5841,That such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,That such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,0,0,1.625,110292,"['cinematic', 'could', 'could have', 'from', 'great', 'great one', 'have', 'horrible', 'is', 'is one', 'movie', 'of', 'of the', 'one', 'one is', 'one of', 'such', 'that', 'the', 'the year', 'tragedies', 'worst', 'year']"
95770,5002,enjoy the movie,4,enjoy the movie,3,1,1.625,95770,"['enjoy', 'enjoy the', 'movie', 'the', 'the movie']"
110298,5841,sprung from such a great one,3,sprung from such a great one,4,1,1.625,110298,"['from', 'great', 'great one', 'one', 'such']"
95765,5002,", they wo not enjoy the movie at all .",0,", they wo n't enjoy the movie at all .",3,3,1.625,95765,"['all', 'at', 'at all', 'enjoy', 'enjoy the', 'movie', 'movie at', 'not', 'the', 'the movie', 'they', 'wo', 'wo not']"
140204,7608,one of the all-time great apocalypse movies,4,one of the all-time great apocalypse movies,4,0,1.6153846153846154,140204,"['all', 'all time', 'great', 'movies', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140202,7608,go down as one of the all-time great apocalypse movies,4,go down as one of the all-time great apocalypse movies,0,4,1.6153846153846154,140202,"['all', 'all time', 'as', 'as one', 'down', 'go', 'go down', 'great', 'movies', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
76564,3937,so much passion,3,so much passion,2,1,1.6153846153846154,76564,"['much', 'passion', 'so', 'so much']"
140199,7608,just might go down as one of the all-time great apocalypse movies .,4,just might go down as one of the all-time great apocalypse movies .,0,4,1.6153846153846154,140199,"['all', 'all time', 'as', 'as one', 'down', 'go', 'go down', 'great', 'just', 'might', 'movies', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140200,7608,might go down as one of the all-time great apocalypse movies .,4,might go down as one of the all-time great apocalypse movies .,0,4,1.6153846153846154,140200,"['all', 'all time', 'as', 'as one', 'down', 'go', 'go down', 'great', 'might', 'movies', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140208,7608,great apocalypse movies,2,great apocalypse movies,2,0,1.6153846153846154,140208,"['great', 'movies']"
140198,7608,Reign of Fire just might go down as one of the all-time great apocalypse movies .,3,Reign of Fire just might go down as one of the all-time great apocalypse movies .,1,2,1.6153846153846154,140198,"['all', 'all time', 'as', 'as one', 'down', 'fire', 'go', 'go down', 'great', 'just', 'might', 'movies', 'of', 'of fire', 'of the', 'one', 'one of', 'reign', 'reign of', 'the', 'the all', 'time']"
140207,7608,all-time great apocalypse movies,4,all-time great apocalypse movies,2,2,1.6153846153846154,140207,"['all', 'all time', 'great', 'movies', 'time']"
140206,7608,the all-time great apocalypse movies,4,the all-time great apocalypse movies,3,1,1.6153846153846154,140206,"['all', 'all time', 'great', 'movies', 'the', 'the all', 'time']"
140210,7608,apocalypse,2,apocalypse,2,0,1.6153846153846154,140210,[]
140205,7608,of the all-time great apocalypse movies,3,of the all-time great apocalypse movies,3,0,1.6153846153846154,140205,"['all', 'all time', 'great', 'movies', 'of', 'of the', 'the', 'the all', 'time']"
140209,7608,apocalypse movies,2,apocalypse movies,2,0,1.6153846153846154,140209,['movies']
140203,7608,as one of the all-time great apocalypse movies,4,as one of the all-time great apocalypse movies,4,0,1.6153846153846154,140203,"['all', 'all time', 'as', 'as one', 'great', 'movies', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
140201,7608,might go down as one of the all-time great apocalypse movies,4,might go down as one of the all-time great apocalypse movies,0,4,1.6153846153846154,140201,"['all', 'all time', 'as', 'as one', 'down', 'go', 'go down', 'great', 'might', 'movies', 'of', 'of the', 'one', 'one of', 'the', 'the all', 'time']"
76562,3937,so vividly,3,so vividly,2,1,1.6153846153846154,76562,"['so', 'vividly']"
76555,3937,been done before but never so vividly or with so much passion,4,been done before but never so vividly or with so much passion,1,3,1.6153846153846154,76555,"['been', 'before', 'before but', 'but', 'but never', 'done', 'much', 'never', 'or', 'passion', 'so', 'so much', 'vividly', 'with', 'with so']"
76561,3937,never so vividly,3,never so vividly,2,1,1.6153846153846154,76561,"['never', 'so', 'vividly']"
76563,3937,with so much passion,3,with so much passion,2,1,1.6153846153846154,76563,"['much', 'passion', 'so', 'so much', 'with', 'with so']"
76553,3937,'s been done before but never so vividly or with so much passion .,4,'s been done before but never so vividly or with so much passion .,1,3,1.6153846153846154,76553,"['been', 'before', 'before but', 'but', 'but never', 'done', 'much', 'never', 'or', 'passion', 'so', 'so much', 'vividly', 'with', 'with so']"
76554,3937,'s been done before but never so vividly or with so much passion,4,'s been done before but never so vividly or with so much passion,1,3,1.6153846153846154,76554,"['been', 'before', 'before but', 'but', 'but never', 'done', 'much', 'never', 'or', 'passion', 'so', 'so much', 'vividly', 'with', 'with so']"
76552,3937,It 's been done before but never so vividly or with so much passion .,4,It 's been done before but never so vividly or with so much passion .,1,3,1.6153846153846154,76552,"['been', 'before', 'before but', 'but', 'but never', 'done', 'it', 'much', 'never', 'or', 'passion', 'so', 'so much', 'vividly', 'with', 'with so']"
76556,3937,been done before but never so vividly or,3,been done before but never so vividly or,1,2,1.6153846153846154,76556,"['been', 'before', 'before but', 'but', 'but never', 'done', 'never', 'or', 'so', 'vividly']"
76557,3937,been done before but never so vividly,3,been done before but never so vividly,1,2,1.6153846153846154,76557,"['been', 'before', 'before but', 'but', 'but never', 'done', 'never', 'so', 'vividly']"
76558,3937,done before but never so vividly,3,done before but never so vividly,3,0,1.6153846153846154,76558,"['before', 'before but', 'but', 'but never', 'done', 'never', 'so', 'vividly']"
76559,3937,before but never so vividly,3,before but never so vividly,2,1,1.6153846153846154,76559,"['before', 'before but', 'but', 'but never', 'never', 'so', 'vividly']"
76560,3937,but never so vividly,2,but never so vividly,2,0,1.6153846153846154,76560,"['but', 'but never', 'never', 'so', 'vividly']"
50882,2504,a masterpeice,4,a masterpeice,2,2,1.6,50882,[]
152761,8336,it 's the perfect cure for insomnia .,1,it 's the perfect cure for insomnia .,3,2,1.6,152761,"['cure', 'for', 'insomnia', 'it', 'it the', 'perfect', 'the', 'the perfect']"
152762,8336,'s the perfect cure for insomnia .,0,'s the perfect cure for insomnia .,3,3,1.6,152762,"['cure', 'for', 'insomnia', 'perfect', 'the', 'the perfect']"
152763,8336,'s the perfect cure for insomnia,1,'s the perfect cure for insomnia,3,2,1.6,152763,"['cure', 'for', 'insomnia', 'perfect', 'the', 'the perfect']"
152764,8336,the perfect cure for insomnia,0,the perfect cure for insomnia,3,3,1.6,152764,"['cure', 'for', 'insomnia', 'perfect', 'the', 'the perfect']"
152765,8336,the perfect cure,3,the perfect cure,3,0,1.6,152765,"['cure', 'perfect', 'the', 'the perfect']"
152766,8336,perfect cure,2,perfect cure,2,0,1.6,152766,"['cure', 'perfect']"
152767,8336,for insomnia,3,for insomnia,2,1,1.6,152767,"['for', 'insomnia']"
50883,2504,masterpeice,4,masterpeice,2,2,1.6,50883,[]
152758,8336,"When it comes out on video , then it 's the perfect cure for insomnia .",0,"When it comes out on video , then it 's the perfect cure for insomnia .",2,2,1.6,152758,"['comes', 'cure', 'for', 'insomnia', 'it', 'it comes', 'it the', 'on', 'on video', 'out', 'out on', 'perfect', 'the', 'the perfect', 'then', 'video', 'when', 'when it']"
50880,2504,'s a masterpeice .,4,'s a masterpeice .,2,2,1.6,50880,[]
29270,1355,grossest,1,grossest,2,1,1.6,29270,[]
29269,1355,grossest movie,0,grossest movie,2,2,1.6,29269,['movie']
115545,6157,The Pool drowned me in boredom .,1,The Pool drowned me in boredom .,2,1,1.6,115545,"['boredom', 'in', 'me', 'pool', 'the']"
115546,6157,drowned me in boredom .,0,drowned me in boredom .,2,2,1.6,115546,"['boredom', 'in', 'me']"
50881,2504,'s a masterpeice,2,'s a masterpeice,2,0,1.6,50881,[]
8031,329,letdown .,1,letdown .,2,1,1.6,8031,[]
8032,329,letdown,0,letdown,2,2,1.6,8032,[]
152760,8336,then it 's the perfect cure for insomnia .,0,then it 's the perfect cure for insomnia .,2,2,1.6,152760,"['cure', 'for', 'insomnia', 'it', 'it the', 'perfect', 'the', 'the perfect', 'then']"
152759,8336,", then it 's the perfect cure for insomnia .",1,", then it 's the perfect cure for insomnia .",2,1,1.6,152759,"['cure', 'for', 'insomnia', 'it', 'it the', 'perfect', 'the', 'the perfect', 'then']"
115548,6157,drowned me,0,drowned me,2,2,1.6,115548,['me']
73057,3731,greatness,3,greatness,2,1,1.6,73057,['greatness']
8028,329,A relative letdown .,0,A relative letdown .,2,2,1.6,8028,['relative']
73056,3731,is greatness,4,is greatness,2,2,1.6,73056,"['greatness', 'is']"
8030,329,relative,3,relative,2,1,1.6,8030,['relative']
115549,6157,in boredom,1,in boredom,2,1,1.6,115549,"['boredom', 'in']"
73054,3731,is greatness here .,4,is greatness here .,2,2,1.6,73054,"['greatness', 'here', 'is']"
73055,3731,is greatness here,3,is greatness here,2,1,1.6,73055,"['greatness', 'here', 'is']"
8029,329,relative letdown .,0,relative letdown .,2,2,1.6,8029,['relative']
41328,1984,"Laughably , irredeemably awful .",0,"Laughably , irredeemably awful .",2,2,1.6,41328,['awful']
73053,3731,There is greatness here .,4,There is greatness here .,2,2,1.6,73053,"['greatness', 'here', 'is', 'there', 'there is']"
50879,2504,It 's a masterpeice .,4,It 's a masterpeice .,2,2,1.6,50879,['it']
41329,1984,", irredeemably awful .",0,", irredeemably awful .",2,2,1.6,41329,['awful']
29267,1355,Perhaps the grossest movie,0,Perhaps the grossest movie,2,2,1.6,29267,"['movie', 'perhaps', 'the']"
41330,1984,irredeemably awful .,0,irredeemably awful .,2,2,1.6,41330,['awful']
41331,1984,irredeemably awful,0,irredeemably awful,2,2,1.6,41331,['awful']
41332,1984,irredeemably,2,irredeemably,2,0,1.6,41332,[]
29266,1355,Perhaps the grossest movie ever made .,0,Perhaps the grossest movie ever made .,2,2,1.6,29266,"['ever', 'ever made', 'made', 'movie', 'movie ever', 'perhaps', 'the']"
115547,6157,drowned me in boredom,0,drowned me in boredom,2,2,1.6,115547,"['boredom', 'in', 'me']"
29268,1355,the grossest movie,1,the grossest movie,2,1,1.6,29268,"['movie', 'the']"
64109,3243,all this contrived nonsense,1,all this contrived nonsense,2,1,1.5833333333333333,64109,"['all', 'all this', 'contrived', 'nonsense', 'this']"
20104,892,you wanting to abandon the theater,1,you wanting to abandon the theater,2,1,1.5833333333333333,20104,"['abandon', 'the', 'the theater', 'theater', 'to', 'wanting', 'you', 'you wanting']"
20098,892,Abandon '' will leave you wanting to abandon the theater .,0,Abandon '' will leave you wanting to abandon the theater .,1,1,1.5833333333333333,20098,"['abandon', 'leave', 'leave you', 'the', 'the theater', 'theater', 'to', 'wanting', 'will', 'will leave', 'you', 'you wanting']"
64105,3243,I did not mind all this contrived nonsense a bit,2,I did n't mind all this contrived nonsense a bit,0,2,1.5833333333333333,64105,"['all', 'all this', 'bit', 'contrived', 'did', 'did not', 'mind', 'nonsense', 'not', 'not mind', 'this']"
64108,3243,all this contrived nonsense a bit,0,all this contrived nonsense a bit,2,2,1.5833333333333333,64108,"['all', 'all this', 'bit', 'contrived', 'nonsense', 'this']"
20099,892,Abandon,1,Abandon,2,1,1.5833333333333333,20099,['abandon']
64110,3243,this contrived nonsense,1,this contrived nonsense,2,1,1.5833333333333333,64110,"['contrived', 'nonsense', 'this']"
64111,3243,contrived nonsense,0,contrived nonsense,2,2,1.5833333333333333,64111,"['contrived', 'nonsense']"
